propn,propn_attribution
|-,0.0
color:000,0.0
|class=,0.0
border:1px,0.0
|,9.636505279751074e-06
f5fffa,0.0
|style=,0.0
color:000,0.0
|-,0.0
|-,0.0
|style=,0.0
color:000,0.0
|-,0.0
|style=,0.0
color:000,0.0
|-,0.0
|,9.636505279751074e-06
|,9.636505279751074e-06
|,9.636505279751074e-06
ravi,0.0
ibbetson,0.0
goodluck,0.0
blowjobs,0.0
american,0.011334346277659012
academy,0.0
pediatrics,0.0
assalamu,0.0
alaikum,0.0
timothy,0.0
islam,6.300138181142627e-07
npov,0.0
cyprus,1.04494305452734e-05
ii,0.0
shelton_high_school,0.0
_,0.0020569591431859138
sig,0.0
sig,0.0
java,1.5818059263808908e-05
xml,0.0
html,8.616139991747273e-07
june,2.948834398783485e-06
muswell,0.0
hill,0.0
muswell,0.0
hill,0.0
muswell,0.0
hill,0.0
muswell,0.0
hill,0.0
chris,0.0
ostwald,0.0
spain,1.4700165071526745e-05
china,1.599527383049179e-05
sock,0.003377446130201261
bot,5.08444172212611e-06
invalid,0.0
june,2.948834398783485e-06
cinderella,0.0
wikipedia,0.0017062812147624162
u,0.016286924497324447
vega,0.0
sfii,0.0
series,3.80477738457281e-06
sfa3,0.0
sfii,0.0
series,3.80477738457281e-06
sfa3,0.0
fred,0.0
wilson,2.3767007483063266e-05
nsw,0.0
nsw,0.0
mr,0.003587261656435966
wales,1.0462483005178485e-05
rfc,4.0438667294444164e-06
t,0.01042002538968524
kungfuadam,0.0
pakistan,0.0
india.jpg,0.0
china,1.599527383049179e-05
pakistan,0.0
india,5.4053008220481415e-06
.jpeg,0.0
india,5.4053008220481415e-06
wikipedias,0.0
u,0.016286924497324447
hulk,0.0
hogan,0.0
republican,3.0078485004668697e-06
sinn,8.033176411087589e-06
fin,1.2821496963530628e-05
arthur,0.0
griffith,0.0
united,4.6216137404750654e-06
irishman,0.0
cumann,0.0
pledge,0.0
ireland,5.487885199350068e-06
england,9.786069614801783e-06
daniel,4.637509501732547e-06
oconnell,0.0
griffith,0.0
irish,3.1563522762587407e-06
m,2.030756089147544e-06
ps,0.009778082504291418
frank,0.0
austria,0.0
hungary,0.0
griffith,0.0
united,4.6216137404750654e-06
irishman,0.0
hungary,0.0
sinn,8.033176411087589e-06
fin,1.2821496963530628e-05
november,4.2181156065637195e-06
sinn,8.033176411087589e-06
fin,1.2821496963530628e-05
arthur,0.0
griffith,0.0
sen,3.2905386926061523e-06
t.,0.0
okelly,0.0
bulmer,0.0
hobson,0.0
countess,0.0
markiewicz,0.0
sen,3.2905386926061523e-06
mac,0.0
diarmada,0.0
north,2.4486604154994314e-06
lietrim,0.0
sinn,8.033176411087589e-06
fin,1.2821496963530628e-05
lecturer,0.0
ireann,0.0
fm,0.0
new,0.0006842165933559125
york,1.2647256651923788e-05
commentator,0.0
nollaig,0.0
sinn,8.033176411087589e-06
fin,1.2821496963530628e-05
rd,0.0
fheis,0.0
republican,3.0078485004668697e-06
brotherhood,0.0
irb,0.0
michael,4.5864590968975315e-07
collins,4.229049584429676e-06
brugha,0.0
sinn,8.033176411087589e-06
fin,1.2821496963530628e-05
monarchist,0.0
sinn,8.033176411087589e-06
fin,1.2821496963530628e-05
irish,3.1563522762587407e-06
republic,0.0
monday,0.0
amonn,0.0
de,1.1534330205380429e-05
valera,0.0
east,0.006204618982651857
clare,0.0
june,2.948834398783485e-06
rd,0.0
fheis,0.0
sinn,8.033176411087589e-06
fin,1.2821496963530628e-05
october,3.2777403252241584e-06
arthur,0.0
griffith,0.0
sinn,8.033176411087589e-06
fin,1.2821496963530628e-05
de,1.1534330205380429e-05
valera,0.0
thomas,0.0
ashe,0.0
sinn,8.033176411087589e-06
december,1.2223306408282747e-05
westminster,0.0
london,1.919868344262402e-05
ireland,5.487885199350068e-06
sinn,8.033176411087589e-06
fin,1.2821496963530628e-05
ireland,5.487885199350068e-06
mansion,0.0
house,1.0322846811575584e-06
dublin,0.0
dil,0.004836890763414196
ireann,0.0
january,6.133915427443342e-06
declaration,0.0
continental,5.942960719467962e-06
congress,9.392488345180784e-06
july,4.3541117944008005e-06
monday,0.0
army,4.486465524069536e-06
council,2.6285542045254395e-06
irish,3.1563522762587407e-06
republican,3.0078485004668697e-06
army,4.486465524069536e-06
glaigh,0.0
hireann,0.0
ira,1.2213935874187756e-06
dil,0.004836890763414196
ireann,0.0
irish,3.1563522762587407e-06
republic,0.0
ira,1.2213935874187756e-06
dil,0.004836890763414196
ireann,0.0
dorothy,0.0
macardle,0.0
irish,3.1563522762587407e-06
republic,0.0
new,0.0006842165933559125
york,1.2647256651923788e-05
vox,0.0
populi,0.0
vox,0.0
dei,6.088216249629747e-06
president,0.0
woodrow,0.0
wilsons,0.0
november,4.2181156065637195e-06
ireland,5.487885199350068e-06
versailles,0.0
peace,6.808990020107589e-05
london,1.919868344262402e-05
irish,3.1563522762587407e-06
republic,0.0
tan,3.480998157951661e-05
dublin,0.0
frongoch,0.0
irish,3.1563522762587407e-06
republic,0.0
england,9.786069614801783e-06
coerce,0.0
ireland,5.487885199350068e-06
republican,3.0078485004668697e-06
dil,0.004836890763414196
ireann,0.0
august,1.5721266048586152e-06
sinn,8.033176411087589e-06
nollaig,0.0
gadhra,0.0
connacht,0.0
cork,0.0
dublin,0.0
mercier,0.0
press,5.018203638327069e-06
sinn,8.033176411087589e-06
fin,1.2821496963530628e-05
teachta,0.0
dla,0.0
ir,0.012464190919360655
wikipedia,0.0017062812147624162
cbs,0.0
hanoverian,0.0
dynasty,0.0
heya,0.0
converse,0.0
aaand,0.0
bedford,0.0
ave,4.521123892414465e-06
fyi,0.0
terry,0.015332752162416518
fox,4.326126445588308e-06
glick,0.0
mtze==,0.0
bosendorfer,0.0
andrew,0.007262248901686909
norman,0.0
mr,0.003587261656435966
.,0.0021220543317550284
mtze,0.0
michael,4.5864590968975315e-07
wp,0.0
dr,8.03020530207778e-06
metroid,0.0
series,3.80477738457281e-06
box,6.255192991194673e-06
al,5.029660585681354e-05
gore,0.0
howard,1.0878191515782584e-05
dean.jpg==,0.0
al,5.029660585681354e-05
gore,0.0
howard,1.0878191515782584e-05
dean.jpg,0.0
interior.jpg,0.0
interior.jpg,0.0
wikipedia,0.0017062812147624162
interior.jpg,0.0
squarewheels.org.uk,0.0
richard,0.0
griffin,0.0
thorpe,0.0
park,9.093935501141814e-06
group,3.7792032766175008e-06
coca,0.0
cola,0.0
hmmmm,0.0
wikipediholoc,0.0
enviro,0.0
65.jpg,0.0
enviro,0.0
65.jpg,0.0
wikipedia,0.0017062812147624162
firefox,0.0
press,5.018203638327069e-06
ctrl,0.0
r.,0.0
e,0.0007813059561409697
desdinova,0.0
peter,6.923533625362077e-06
hore,0.0
mr,0.003587261656435966
big,0.006799873339339288
b,7.844584835695347e-05
zoe,0.0
ip,0.0003359618801465077
mexican,0.0
cuauhtemotzins,0.0
montezuma,0.0
steve,3.261999720725552e-06
rebar,0.0
pope,0.0
christ,0.0
wikipedia,0.0017062812147624162
alexis,0.0
arquette,0.0
andrea,0.0
lowell,0.0
dr,8.03020530207778e-06
.,0.0021220543317550284
weiss,0.0
alexis,0.0
arquette,0.0
diploma,0.0
stephanie,0.0
zu,0.0
hemisphere,0.0
germany,7.075942877338356e-06
kind,0.0034793915665869493
joe,2.2589705007658745e-06
god,0.0041310997221693626
democrats,0.0
president,0.0
george,9.798565200359129e-06
walker,0.0
bush,9.434828039549332e-07
rex,0.0
asthetics,0.0
pseudo,0.0
azeri,0.0
shusha,0.0
panah,0.0
khan,0.0
wikipedia,0.0017062812147624162
azeri,0.0
wikipedia,0.0017062812147624162
mtze,0.0
robert,3.2112578411747284e-06
g,0.0004966980821096933
robert,3.2112578411747284e-06
g,0.0004966980821096933
michael,4.5864590968975315e-07
chinese,0.0019223249242948034
americans,9.864193938826033e-06
chinese,0.0019223249242948034
u.s,0.0
.,0.0021220543317550284
arabs,0.0
bay,7.96987297622558e-06
ridge,0.0
greeks,3.7409188756509135e-06
u,0.016286924497324447
l,0.0020899037833163564
commons,0.0
u.s,0.0
.,0.0021220543317550284
u.s,0.0
.,0.0021220543317550284
i.e,0.0
.,0.0021220543317550284
nyse,0.0
cia,1.633225549652658e-06
u.s,0.0
.,0.0021220543317550284
saddam,0.0
first,4.576718197740927e-06
gulf,0.0
war,2.400079463760773e-06
cia,1.633225549652658e-06
taliban,0.0
iraq,9.071258601527152e-06
nyse,0.0
i.e,0.0
boeing,0.0
co.,0.0
fbi,2.3171449407279623e-06
pentagon,0.0
e.g,0.0
israel,8.581002518190034e-06
india,5.4053008220481415e-06
iraq,9.071258601527152e-06
iraq,9.071258601527152e-06
cia,1.633225549652658e-06
u.s,0.0
.,0.0021220543317550284
wonderland,0.0
world,0.00019489763289386522
trade,0.012995743326902709
center,4.887835848025473e-06
www.911truth.org,0.0
www.911blogger.com,0.0
iraq,9.071258601527152e-06
iraq,9.071258601527152e-06
iraq,9.071258601527152e-06
u.s,0.0
.,0.0021220543317550284
u.s,0.0
.,0.0021220543317550284
u.s,0.0
.,0.0021220543317550284
i.e,0.0
panda,0.0
byrchall,0.0
june,2.948834398783485e-06
hi,0.0028020026453366024
alpachimp,0.0
hernan,0.0
crespo,0.0
regards,4.622386738836671e-06
juan,0.0
pablo,0.0
sorin,0.0
world,0.00019489763289386522
cup,5.199836379380879e-06
squad,8.300263859495014e-06
javier,0.0
saviola,0.0
hurricane,0.0
dennis.jpg,0.0
hurricane,0.0
dennis,0.0
july,4.3541117944008005e-06
csd,0.0
jimmy,0.011323414412999212
geri,0.0
jewell,0.0
phoenix,0.0
frou,0.0
ap,2.664856375526184e-06
april,9.875648522598582e-06
cesar,0.0
wikipedia,0.0017062812147624162
steven,1.3530886626019448e-06
e.,0.0
jones,1.7144793215138528e-05
morton,0.0
devonshire,0.0
spawn,0.0
casliber,0.0
j.m,0.0
nihon,0.0
joe,2.2589705007658745e-06
jack,0.01228120192981588
june,2.948834398783485e-06
miyake,0.0
je,0.0040445798551073334
ts,0.0
jacques,0.0
mayol,0.0
le,0.0016373978753849818
grand,2.0417195622359018e-05
bleu,0.0
fame,0.0
ecosytem,0.0
tokyo,0.0
niijima,0.0
kozushima,0.0
pov,0.0
npov,0.0
npov,0.0
islam,6.300138181142627e-07
islam,6.300138181142627e-07
pc,0.0
caucus,0.0
house,1.0322846811575584e-06
commons,0.0
joe,2.2589705007658745e-06
clark,0.0
bachand,0.0
john,3.4426558087119514e-06
herron,0.0
bachand,0.0
clark,0.0
herron,0.0
rob,1.7099792065027538e-06
moore,0.0
scott,3.934790668013497e-06
brison,0.0
senate,0.0
william,0.005257457685683145
doody,0.0
lowell,0.0
murray,0.0
norman,0.0
atkins,0.0
march,0.11616831345390301
prime,3.398939841934055e-06
minister,1.226220985870468e-05
paul,3.0315062858172982e-06
martin,0.0
nancy,0.0
ruth,0.0
elaine,0.0
mc,0.0011746154405219255
coy,0.0
mc,0.0011746154405219255
coy,0.0
nancy,0.0
ruth,0.0
senator,0.0
doody,0.0
december,1.2223306408282747e-05
movieguide,0.0
box,6.255192991194673e-06
office,5.0556406804875154e-06
movieguide,0.0
chooses,0.0
box,6.255192991194673e-06
online,9.83909045165247e-06
honest,4.695665029220764e-05
chris,0.0
brennan,0.0
chris,0.0
astrology,0.0
united,4.6216137404750654e-06
states,4.478544572006495e-06
u.s,0.0
.,0.0021220543317550284
washington,8.735020960877797e-06
d.c,0.0
.,0.0021220543317550284
virgo,0.0
chris,0.0
brennans,0.0
good,5.959969224554245e-06
news,2.384308968082641e-06
npov,0.0
iam,0.0
un,0.002290579594685716
block,0.0010529707993281949
june,2.948834398783485e-06
|,9.636505279751074e-06
||,0.0
|,9.636505279751074e-06
shaneee,0.0
god,0.0041310997221693626
saturday,0.0
june,2.948834398783485e-06
wikipedias,0.0
schizophrenia,0.0
naruto,0.0
tom,0.0
us,4.276451176353923e-06
tom,0.0
varg,0.0
warg,0.0
wolf,0.0
varg,0.0
us,4.276451176353923e-06
europe,6.054963843358186e-06
mongo,0.0
hs,0.0
wikipedia,0.0017062812147624162
islam,6.300138181142627e-07
al,5.029660585681354e-05
zarqawi,0.0
islam,6.300138181142627e-07
ga,7.039857202629647e-06
reef,0.0
meth,0.0
drug,0.0
yucca,0.0
valley/,0.0
jews,0.031062531629850152
murrieta,0.0
fbi,2.3171449407279623e-06
perris,0.0
lake,5.102839739991156e-07
elsinore,0.0
el,1.2382653097789433e-06
greco,0.0
hm,0.0
c.,0.0
gfa,0.0
draman,0.0
jun,0.0
.,0.0021220543317550284
de,1.1534330205380429e-05
bouton,0.0
wright,1.4889078363300963e-05
cu,0.01630780151678299
navy,0.0
army,4.486465524069536e-06
air,3.636185497891708e-06
corp,1.0640239931495356e-05
cadillac,0.0
manuel,0.0
suiza,0.0
marie,0.0
joseph,0.0
levavasseur,0.0
december,1.2223306408282747e-05
levavasseur,0.0
france,5.653260180573826e-06
lon,0.0
levavasseur,0.0
levavasseur,0.0
kilowatts,0.0
lon,0.0
levavasseur,0.0
antoinette,1.4666322794033579e-06
santos,0.0
dumont,0.0
m.,0.0
l.,0.0
anderson,0.0
alf,0.0
dunkerson,0.0
mongo,0.0
mongos,0.0
wikipedia,0.0017062812147624162
npov,0.0
mongo,0.0
mongo,0.0
mongo,0.0
mongo,0.0
npov,0.0
mongos,0.0
concensus,0.0
verison,0.0
pov,0.0
mongo,0.0
judaism==,0.0
bresolver,0.0
wikipedia,0.0017062812147624162
ip,0.0003359618801465077
wikipedia,0.0017062812147624162
wikipedia,0.0017062812147624162
wikipedian,0.0
wikipedia,0.0017062812147624162
slgr,0.0
wp,0.0
pov|pov,0.0
gnaas,0.0
gnaas,0.0
damac,0.0
sinn,8.033176411087589e-06
fin,1.2821496963530628e-05
ard,0.0
fheis,0.0
i.e,0.0
damacs,0.0
1.as,0.0
saiyans,0.0
gohan,0.0
2.he,0.0
congress,9.392488345180784e-06
feb,1.2414866124866607e-06
us,4.276451176353923e-06
petedavo,0.0
wikipedia,0.0017062812147624162
portal,0.0
tips====,0.0
irc,0.0
portal,0.0
ing,7.106139062250243e-06
schrein,0.0
des,0.011577503713818878
buches,0.0
israel,8.581002518190034e-06
museum,1.9015235679160528e-06
israel,8.581002518190034e-06
museum,1.9015235679160528e-06
english,0.0035955692816894854
israel,8.581002518190034e-06
museum,1.9015235679160528e-06
thanx,0.0
trinityfolium,0.0
alphachimp,0.0
american,0.011334346277659012
english,0.0035955692816894854
disambiguation,0.0
british,6.0620847437428e-06
heavens,0.0
english,0.0035955692816894854
english,0.0035955692816894854
american,0.011334346277659012
english,0.0035955692816894854
english,0.0035955692816894854
english,0.0035955692816894854
june,2.948834398783485e-06
npa,0.0
bob,2.1858181220949407e-06
jane,3.900651683418097e-06
wp,0.0
rpa,0.0
jews,0.031062531629850152
jew,0.005005612500165737
jew,0.005005612500165737
ebaumss,0.0
strom,0.0
kevin,1.4505377584785612e-06
alfred,0.0
strom,0.0
kurds,0.0
kurds,0.0
iraq,9.071258601527152e-06
english,0.0035955692816894854
raul,2.690835419355106e-06
ciao,0.0
anon,0.0
scientology,0.0
ip,0.0003359618801465077
terryeos,0.0
ip,0.0003359618801465077
d,5.3012577344425186e-06
bc,6.0713373289239915e-06
anatolia,0.0
iran,2.6720467458477343e-06
eastern,7.278751408146437e-06
europe,6.054963843358186e-06
bc,6.0713373289239915e-06
egypt,0.0
bc,6.0713373289239915e-06
egypt,0.0
iran,2.6720467458477343e-06
bc,6.0713373289239915e-06
egypt,0.0
bc,6.0713373289239915e-06
bc,6.0713373289239915e-06
egypt,0.0
iran,2.6720467458477343e-06
bc,6.0713373289239915e-06
middle,0.004989104219727667
east,0.006204618982651857
employ,0.0
bc,6.0713373289239915e-06
bc,6.0713373289239915e-06
bc,6.0713373289239915e-06
egyptians,0.0
bc,6.0713373289239915e-06
east,0.006204618982651857
bc,6.0713373289239915e-06
bc,6.0713373289239915e-06
bc,6.0713373289239915e-06
egypt,0.0
bc,6.0713373289239915e-06
egypt,0.0
amarna,0.0
repouss,0.0
bc,6.0713373289239915e-06
canaan,0.0
bc,6.0713373289239915e-06
philistines,0.0
bc,6.0713373289239915e-06
egypt,0.0
bc,6.0713373289239915e-06
mm,4.190468990148048e-06
bc,6.0713373289239915e-06
bc,6.0713373289239915e-06
greeks,3.7409188756509135e-06
lydia,3.096310756797585e-06
bc,6.0713373289239915e-06
greece,4.797490084315074e-07
bc,6.0713373289239915e-06
greeks,3.7409188756509135e-06
repouss,0.0
bc,6.0713373289239915e-06
bc,6.0713373289239915e-06
sulphur,0.0
nubia,0.0
britain,8.138579050980016e-06
elias,0.0
akaoui,0.0
cairo,0.0
egypt,0.0
paolo,0.0
bulgari,0.0
chairman,0.0
bulgari,0.0
pierre,0.0
sa,2.4618155345117694e-07
peter,6.923533625362077e-06
carl,7.259676256765506e-06
faberg,0.0
russian,3.0513915240094638e-06
jeweller,0.0
ian,4.438552036236226e-06
harris,0.0
bbcs,0.0
antiques,0.0
roadshow,0.0
n.,0.0
bloom,0.0
son,0.0005585982926367978
scott,3.934790668013497e-06
kay,6.541121781940962e-06
scott,3.934790668013497e-06
kay,6.541121781940962e-06
inc,1.1860389258517609e-05
.,0.0021220543317550284
kenneth,0.0
jay,1.654608756977693e-05
lane,0.0
kenneth,0.0
jay,1.654608756977693e-05
lane,0.0
inc,1.1860389258517609e-05
.,0.0021220543317550284
robert,3.2112578411747284e-06
lee,2.048924391225364e-06
morris,0.0
influential,0.0
charles,7.548005480571441e-06
lewis,0.0
tiffany,0.0
tiffany,0.0
co,3.831834603880939e-06
voulgaris,0.0
bulgari,0.0
ie,4.744581267353932e-06
sharon,0.0
alouf,0.0
motherhood,0.0
wikipedia,0.0017062812147624162
wikipedia,0.0017062812147624162
wikipedia,0.0017062812147624162
mediation,2.2109619950882765e-06
cabal,0.0
cases/2006,0.0
med,2.2845692660557175e-05
~kylu,0.0
|,9.636505279751074e-06
wp,0.0
wp,0.0
nlt,0.0
june,2.948834398783485e-06
rhymefest,0.0
final,5.822762657477849e-06
pst,0.0
june,2.948834398783485e-06
felonious,0.0
monk,2.1407282713708767e-05
us,4.276451176353923e-06
nut,0.0
engineer,3.5328475720888686e-06
choo,0.0
choo,0.0
charlie,0.0
inure,0.0
june,2.948834398783485e-06
aus,0.004825278256784613
v,9.41866846468692e-06
italy,0.0
animo,0.0
dv,0.0
npov,0.0
un,0.002290579594685716
delphi,0.0
wackpedia,0.0
germany,7.075942877338356e-06
australians,0.0
australia,2.1165586711770882e-06
npov,0.0
australia,2.1165586711770882e-06
australia,2.1165586711770882e-06
bc,6.0713373289239915e-06
anatolia,0.0
iran,2.6720467458477343e-06
eastern,7.278751408146437e-06
europe,6.054963843358186e-06
bc,6.0713373289239915e-06
egypt,0.0
bc,6.0713373289239915e-06
egypt,0.0
iran,2.6720467458477343e-06
bc,6.0713373289239915e-06
egypt,0.0
bc,6.0713373289239915e-06
bc,6.0713373289239915e-06
egypt,0.0
iran,2.6720467458477343e-06
bc,6.0713373289239915e-06
middle,0.004989104219727667
east,0.006204618982651857
employ,0.0
bc,6.0713373289239915e-06
bc,6.0713373289239915e-06
bc,6.0713373289239915e-06
egyptians,0.0
bc,6.0713373289239915e-06
east,0.006204618982651857
bc,6.0713373289239915e-06
bc,6.0713373289239915e-06
bc,6.0713373289239915e-06
egypt,0.0
bc,6.0713373289239915e-06
egypt,0.0
amarna,0.0
repouss,0.0
bc,6.0713373289239915e-06
canaan,0.0
bc,6.0713373289239915e-06
philistines,0.0
bc,6.0713373289239915e-06
egypt,0.0
bc,6.0713373289239915e-06
mm,4.190468990148048e-06
bc,6.0713373289239915e-06
bc,6.0713373289239915e-06
greeks,3.7409188756509135e-06
lydia,3.096310756797585e-06
bc,6.0713373289239915e-06
greece,4.797490084315074e-07
bc,6.0713373289239915e-06
greeks,3.7409188756509135e-06
repouss,0.0
bc,6.0713373289239915e-06
bc,6.0713373289239915e-06
sulphur,0.0
nubia,0.0
britain,8.138579050980016e-06
elias,0.0
akaoui,0.0
cairo,0.0
egypt,0.0
paolo,0.0
bulgari,0.0
chairman,0.0
bulgari,0.0
pierre,0.0
sa,2.4618155345117694e-07
peter,6.923533625362077e-06
carl,7.259676256765506e-06
faberg,0.0
russian,3.0513915240094638e-06
jeweller,0.0
ian,4.438552036236226e-06
harris,0.0
bbcs,0.0
antiques,0.0
roadshow,0.0
n.,0.0
bloom,0.0
son,0.0005585982926367978
scott,3.934790668013497e-06
kay,6.541121781940962e-06
scott,3.934790668013497e-06
kay,6.541121781940962e-06
inc,1.1860389258517609e-05
.,0.0021220543317550284
kenneth,0.0
jay,1.654608756977693e-05
lane,0.0
kenneth,0.0
jay,1.654608756977693e-05
lane,0.0
inc,1.1860389258517609e-05
.,0.0021220543317550284
robert,3.2112578411747284e-06
lee,2.048924391225364e-06
morris,0.0
influential,0.0
charles,7.548005480571441e-06
lewis,0.0
tiffany,0.0
tiffany,0.0
co,3.831834603880939e-06
voulgaris,0.0
bulgari,0.0
ie,4.744581267353932e-06
sharon,0.0
alouf,0.0
motherhood,0.0
mike,5.987863423340891e-07
hawash,0.0
ip,0.0003359618801465077
ip,0.0003359618801465077
p.s,0.0
.,0.0021220543317550284
t,0.01042002538968524
wp,0.0
sorcellerie,0.0
witchcraft,0.0
wikipedias,0.0
jones,1.7144793215138528e-05
ct,0.0
america,7.842729494833344e-07
wikipedia,0.0017062812147624162
protocol,0.0
dick,0.12418119245099953
dick,0.12418119245099953
gun,0.0
thomas,0.0
douglas,0.0
feith,0.0
talk,0.0008762979062230427
brian.com,0.0
douglas,0.0
feith,0.0
gail,0.0
mangum,0.0
june,2.948834398783485e-06
zodiac,0.0
oximoron,0.0
box,6.255192991194673e-06
starry,0.0
george,9.798565200359129e-06
canning,0.0
john,3.4426558087119514e-06
pinnigers,0.0
dr,8.03020530207778e-06
mark,0.003630326518718954
mayalls,0.0
nationality,6.696508857496016e-06
sentense,0.0
rcanderlori,0.0
eastern,7.278751408146437e-06
rcanderloris,0.0
rcanderloris,0.0
amon,0.0
ie,4.744581267353932e-06
lebanese,0.0
lebanese,0.0
ie,4.744581267353932e-06
lebanese,0.0
rcanderloris,0.0
australians,0.0
rcanderloris,0.0
australians,0.0
lebanese,0.0
amon,0.0
jerome,0.0
bailey,0.0
p,0.009899329365245783
button,0.0
cache,0.0
test2,0.0
wikipedia,0.0017062812147624162
ante,0.0
perkovic,0.0
unpersonaly,0.0
msn,0.0
jimbo,0.0
bcc,0.0
ps,0.009778082504291418
al,5.029660585681354e-05
franken,0.0
ill,0.007429795755105087
text==,0.0
example.ogg,0.0
insert,2.685722580996254e-06
text,1.6195205891470116e-05
world,0.00019489763289386522
cup,5.199836379380879e-06
vietnam,0.0
u.s,0.0
.,0.0021220543317550284
little,3.8589655267728035e-06
jimmy,0.011323414412999212
venice,0.0
shakespeare,0.0
wikipedia,0.0017062812147624162
arbitration,0.010443094571319334
committee,1.7821907436297978e-06
erik,0.0
about.com,0.0
spielfrieks,0.0
yahoo,0.0
sauberer,0.0
scotland,1.1947651175660695e-05
britain,8.138579050980016e-06
leatherhead,0.0
surrey,0.0
colonialism,0.0
south,1.117985644712208e-05
asia,0.0
sikhs,3.7158690065216045e-06
british,6.0620847437428e-06
india,5.4053008220481415e-06
muslims,1.0884322051338022e-05
khalistan,0.0
sikhs,3.7158690065216045e-06
british,6.0620847437428e-06
india,5.4053008220481415e-06
singh,1.107626432548773e-06
new,0.0006842165933559125
york,1.2647256651923788e-05
allen,0.0
mc,0.0011746154405219255
millan,0.0
enderson,0.0
sikh,2.9770952795879575e-06
freedom,0.1392313266365669
indian,5.691517160178483e-08
national,8.885733818613512e-06
army,4.486465524069536e-06
freedom,0.1392313266365669
national,8.885733818613512e-06
army,4.486465524069536e-06
|,9.636505279751074e-06
singh,1.107626432548773e-06
new,0.0006842165933559125
york,1.2647256651923788e-05
allen,0.0
mc,0.0011746154405219255
millan,0.0
enderson,0.0
i.e,0.0
rf,0.0
wikipedia,0.0017062812147624162
wp,0.0
photos==,0.0
balke,0.0
formula,0.0
harris,0.0
benedict,0.0
formula,0.0
riley,0.0
youo,0.0
alaska,0.0
wild,1.9421890744110106e-05
july,4.3541117944008005e-06
asians,0.0
phillipinos,0.0
rushton,0.0
whitemanners,0.0
july,4.3541117944008005e-06
bible,0.0
god,0.0041310997221693626
-this,0.0
www.adherents.com,0.0
j,5.677213050573456e-06
ws,0.0
j,5.677213050573456e-06
ws,0.0
bade,0.0
tha,0.0
group,3.7792032766175008e-06
wp,0.0
wp,0.0
lst,0.0
linden,0.0
|,9.636505279751074e-06
july,4.3541117944008005e-06
bks,0.0
neville,0.0
kumarism_files,0.0
brahma,0.0
kumarism.htm,0.0
wembley,0.0
bk,3.641966903583333e-07
un,0.002290579594685716
anager,0.0
charlemagne,0.0
hora,0.0
sine,0.0
edit,0.02195640643494325
|,9.636505279751074e-06
harry,0.0
littlewood,0.0
edward,7.0247201624067816e-06
mrs,0.0
simpson,0.0
harry,0.0
littlewood,0.0
harry,0.0
littlewood,0.0
harry,0.0
section,1.3509091274342451e-05
berlin,0.0
hauke,0.0
wp,0.0
wp,0.0
rfpp,0.0
voice_of_all,0.0
blocks,1.420273143099585e-05
tobias,0.0
conradi,0.0
hell,1.065526608631323e-06
again.no,0.0
karwynn,0.0
michael,4.5864590968975315e-07
moore,0.0
bush,9.434828039549332e-07
moore,0.0
bush,9.434828039549332e-07
white,2.2656801025406673e-06
house,1.0322846811575584e-06
michael,4.5864590968975315e-07
moore,0.0
washington,8.735020960877797e-06
post,0.006092930642430001
washington,8.735020960877797e-06
post,0.006092930642430001
bush,9.434828039549332e-07
wp,0.0
aww,0.0
laura,0.0
ingraham,0.0
laura,0.0
ingraham,0.0
stephen,4.385985238294487e-06
colbert,0.00015024113927931265
bush,9.434828039549332e-07
ip,0.0003359618801465077
great,5.766818045631459e-06
spirit,0.0
indian,5.691517160178483e-08
comrade,0.0
falun,0.0
gong,0.0
b,7.844584835695347e-05
m,2.030756089147544e-06
virginia,0.0
city,3.911302184273559e-06
virginia,0.0
virginia,0.0
cyde==,0.0
bristol,0.0
wyoming,0.0
bristol,0.0
wyoming,0.0
july,4.3541117944008005e-06
orphan,1.8278913961079842e-06
bot==,0.0
micoolio101,0.0
darth,0.0
binky,0.0
jedi-order.blogspot.com,0.0
james,2.6545014501118326e-06
u,0.016286924497324447
r,1.2900774032759788e-06
u,0.016286924497324447
dick,0.12418119245099953
ms,2.3171375462303115e-06
.,0.0021220543317550284
ifills,0.0
jack,0.01228120192981588
nicholson,0.0
prince,3.1879447550152913e-06
charles,7.548005480571441e-06
steve,3.261999720725552e-06
martin,0.0
saturday,0.0
adam,0.002636423045461967
sandlers,0.0
hannukah,0.0
song,5.610988062782063e-06
jews,0.031062531629850152
prince,3.1879447550152913e-06
charles,7.548005480571441e-06
jack,0.01228120192981588
nicholson,0.0
margin:0px,0.0
border:1px,0.0
color:000000,0.0
|,9.636505279751074e-06
f5fffa,0.0
josiah,0.0
warren,6.99062299523288e-07
wikipedia,0.0017062812147624162
|,9.636505279751074e-06
margin:0px,0.0
border:1px,0.0
|,9.636505279751074e-06
f5fffa,0.0
|style=,0.0
color:000,0.0
|-,0.0
color:000,0.0
|-,0.0
color:000,0.0
|class=,0.0
border:1px,0.0
|,9.636505279751074e-06
f5fffa,0.0
|style=,0.0
color:000,0.0
|-,0.0
|-,0.0
|style=,0.0
color:000,0.0
|-,0.0
|style=,0.0
color:000,0.0
|-,0.0
|,9.636505279751074e-06
|,9.636505279751074e-06
|,9.636505279751074e-06
july,4.3541117944008005e-06
syracuse,0.0
ciao,0.0
world,0.00019489763289386522
health,4.50040209055474e-06
organization,3.6646781249586843e-06
world,0.00019489763289386522
